Category,Subcategory,countryISO3,region_code,population,hoursPerDayCombined,uncertaintyCombined,dataStatus,dataStatusEconomic
Experience oriented,Social,PAN,AM_C,3901311.0,0.98,0.9608363643998326,interpolated,observed
Experience oriented,Active recreation,PAN,AM_C,3901311.0,0.45,0.10059351438775548,interpolated,observed
Experience oriented,Meals,PAN,AM_C,3901311.0,1.27,3.2601218279034234,interpolated,observed
Experience oriented,Passive,PAN,AM_C,3901311.0,2.09,1.1259746538153537,interpolated,observed
Experience oriented,Interactive,PAN,AM_C,3901311.0,1.29,0.5711352233725339,interpolated,observed
Food provision,Food preparation,PER,AM_S,32510462.0,0.79,0.19286910483117609,interpolated,observed
Food provision,Food growth & collection,PER,AM_S,32510462.0,0.57,0.042311995317763855,interpolated,observed
Food provision,Food processing,PER,AM_S,32510462.0,0.07,0.006240402643067757,interpolated,observed
Nonfood provision,Materials,PER,AM_S,32510462.0,0.07,0.0009673428131453166,interpolated,observed
Nonfood provision,Energy,PER,AM_S,32510462.0,0.01,0.002188926743584558,interpolated,observed
Technosphere modification,Infrastructure,PER,AM_S,32510462.0,0.03,4.602931930066416e-05,interpolated,observed
Technosphere modification,Buildings,PER,AM_S,32510462.0,0.24,0.027506005282674918,interpolated,observed
Technosphere modification,Artifacts,PER,AM_S,32510462.0,0.33,0.028294912991488445,interpolated,observed
Maintenance of surroundings,Inhabited environment,PER,AM_S,32510462.0,0.73,0.20395051358544702,interpolated,observed
Somatic maintenance,Sleep & bedrest,PER,AM_S,32510462.0,8.78,1.873210108765885,interpolated,observed
Maintenance of surroundings,Waste management,PER,AM_S,32510462.0,0.01,3.7087244669987245e-05,interpolated,observed
Somatic maintenance,Physical child care,PER,AM_S,32510462.0,0.31,0.06740779142327359,interpolated,observed
Somatic maintenance,Health care,PER,AM_S,32510462.0,0.15,0.047506067174534546,interpolated,observed
Somatic maintenance,Hygiene & grooming,PER,AM_S,32510462.0,1.01,0.11863527733446502,interpolated,observed
Deliberate neural restructuring,Schooling & research,PER,AM_S,32510462.0,0.99,0.2878862659630296,interpolated,observed
Deliberate neural restructuring,Religious practice,PER,AM_S,32510462.0,0.17,0.15278572246578898,interpolated,observed
Organization,Human transportation,PER,AM_S,32510462.0,1.06,0.1398464055647621,interpolated,observed
Organization,Material transportation,PER,AM_S,32510462.0,0.46,0.046430331562327204,interpolated,observed
Organization,Allocation,PER,AM_S,32510462.0,1.18,0.1177112760172608,interpolated,observed
Experience oriented,Social,PER,AM_S,32510462.0,1.18,0.592881569497314,interpolated,observed
Experience oriented,Active recreation,PER,AM_S,32510462.0,0.56,0.09973694405794047,interpolated,observed
Experience oriented,Meals,PER,AM_S,32510462.0,1.31,0.3603453634284081,interpolated,observed
Experience oriented,Passive,PER,AM_S,32510462.0,2.85,0.955086280846844,interpolated,observed
Experience oriented,Interactive,PER,AM_S,32510462.0,1.15,0.34777973943385276,interpolated,observed
Food provision,Food preparation,PHL,AS_SE,108116622.0,0.58,0.2668685677010517,interpolated,observed
Food provision,Food growth & collection,PHL,AS_SE,108116622.0,0.57,0.05865306334112694,interpolated,observed
Food provision,Food processing,PHL,AS_SE,108116622.0,0.1,0.007135097548992792,interpolated,observed
Nonfood provision,Materials,PHL,AS_SE,108116622.0,0.04,0.0009754453260648788,interpolated,observed
Nonfood provision,Energy,PHL,AS_SE,108116622.0,0.01,0.0021983018571409955,interpolated,observed
Technosphere modification,Infrastructure,PHL,AS_SE,108116622.0,0.04,0.00015576251316705542,interpolated,observed
Technosphere modification,Buildings,PHL,AS_SE,108116622.0,0.47,0.10307537190860411,interpolated,observed
Technosphere modification,Artifacts,PHL,AS_SE,108116622.0,0.25,0.01890044637054033,interpolated,observed
Maintenance of surroundings,Inhabited environment,PHL,AS_SE,108116622.0,0.61,0.26359512479829933,interpolated,observed
Somatic maintenance,Sleep & bedrest,PHL,AS_SE,108116622.0,8.5,6.99802455882193,interpolated,observed
Maintenance of surroundings,Waste management,PHL,AS_SE,108116622.0,0.0,8.720094733081303e-05,interpolated,observed
Somatic maintenance,Physical child care,PHL,AS_SE,108116622.0,0.27,0.06669585440765483,interpolated,observed
Somatic maintenance,Health care,PHL,AS_SE,108116622.0,0.39,5.065070028718404,interpolated,observed
Somatic maintenance,Hygiene & grooming,PHL,AS_SE,108116622.0,1.26,5.119172017661996,interpolated,observed
Deliberate neural restructuring,Schooling & research,PHL,AS_SE,108116622.0,1.0,0.31128253121447846,interpolated,observed
Deliberate neural restructuring,Religious practice,PHL,AS_SE,108116622.0,0.05,0.1527794544581937,interpolated,observed
Organization,Human transportation,PHL,AS_SE,108116622.0,1.12,5.3953171820197685,interpolated,observed
Organization,Material transportation,PHL,AS_SE,108116622.0,0.52,0.16303923789129082,interpolated,observed
Organization,Allocation,PHL,AS_SE,108116622.0,1.38,0.3367593915747895,interpolated,observed
Experience oriented,Social,PHL,AS_SE,108116622.0,0.68,0.6077734471858657,interpolated,observed
Experience oriented,Active recreation,PHL,AS_SE,108116622.0,0.27,0.0991596368035633,interpolated,observed
Experience oriented,Meals,PHL,AS_SE,108116622.0,1.83,5.358899503128789,interpolated,observed
Experience oriented,Passive,PHL,AS_SE,108116622.0,3.45,6.167855162265659,interpolated,observed
Experience oriented,Interactive,PHL,AS_SE,108116622.0,0.6,0.3693674707962066,interpolated,observed
Food provision,Food preparation,PNG,AS_SE,8776119.0,0.59,0.2763227808988583,interpolated,interpolated
Food provision,Food growth & collection,PNG,AS_SE,8776119.0,0.85,0.24471212742422613,interpolated,interpolated
Food provision,Food processing,PNG,AS_SE,8776119.0,0.1,0.008122836864887267,interpolated,interpolated
Nonfood provision,Materials,PNG,AS_SE,8776119.0,0.07,0.0016409286716981887,interpolated,interpolated
Nonfood provision,Energy,PNG,AS_SE,8776119.0,0.02,0.0043969682777667074,interpolated,interpolated
Technosphere modification,Infrastructure,PNG,AS_SE,8776119.0,0.03,0.00046879629773432613,interpolated,interpolated
Technosphere modification,Buildings,PNG,AS_SE,8776119.0,0.4,0.10083719211889676,interpolated,interpolated
Technosphere modification,Artifacts,PNG,AS_SE,8776119.0,0.49,0.07070417002755505,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,PNG,AS_SE,8776119.0,0.55,0.2654099617204562,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,PNG,AS_SE,8776119.0,8.5,6.99802455882193,interpolated,interpolated
Maintenance of surroundings,Waste management,PNG,AS_SE,8776119.0,0.01,9.873410776395735e-05,interpolated,interpolated
Somatic maintenance,Physical child care,PNG,AS_SE,8776119.0,0.26,0.06687510512602145,interpolated,interpolated
Somatic maintenance,Health care,PNG,AS_SE,8776119.0,0.39,5.06555250138058,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,PNG,AS_SE,8776119.0,1.27,5.11927240356728,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,PNG,AS_SE,8776119.0,1.02,0.3150072739558116,interpolated,interpolated
Deliberate neural restructuring,Religious practice,PNG,AS_SE,8776119.0,0.05,0.15280437271964803,interpolated,interpolated
Organization,Human transportation,PNG,AS_SE,8776119.0,1.1,5.395264563294284,interpolated,interpolated
Organization,Material transportation,PNG,AS_SE,8776119.0,0.39,0.15723368447477953,interpolated,interpolated
Organization,Allocation,PNG,AS_SE,8776119.0,1.08,0.2737633915792533,interpolated,interpolated
Experience oriented,Social,PNG,AS_SE,8776119.0,0.68,0.6078147129522378,interpolated,interpolated
Experience oriented,Active recreation,PNG,AS_SE,8776119.0,0.26,0.09916244477380655,interpolated,interpolated
Experience oriented,Meals,PNG,AS_SE,8776119.0,1.83,5.358899503128789,interpolated,interpolated
Experience oriented,Passive,PNG,AS_SE,8776119.0,3.45,6.167919286793667,interpolated,interpolated
Experience oriented,Interactive,PNG,AS_SE,8776119.0,0.59,0.3693687131530861,interpolated,interpolated
Food provision,Food preparation,POL,EU_E,38329784.0,1.06,0.0015605793884194104,observed,observed
Food provision,Food growth & collection,POL,EU_E,38329784.0,0.34,0.00033754210952233123,observed,observed
Food provision,Food processing,POL,EU_E,38329784.0,0.1,9.681766020089663e-05,observed,observed
Nonfood provision,Materials,POL,EU_E,38329784.0,0.03,5.073738921654993e-05,observed,observed
Nonfood provision,Energy,POL,EU_E,38329784.0,0.06,9.78295022711866e-06,observed,observed
Technosphere modification,Infrastructure,POL,EU_E,38329784.0,0.07,0.0001513785133643849,observed,observed
Technosphere modification,Buildings,POL,EU_E,38329784.0,0.21,0.00042444467052560515,observed,observed
Technosphere modification,Artifacts,POL,EU_E,38329784.0,0.47,0.0006893161241577884,observed,observed
Maintenance of surroundings,Inhabited environment,POL,EU_E,38329784.0,0.97,0.0010117376357805048,observed,observed
Somatic maintenance,Sleep & bedrest,POL,EU_E,38329784.0,8.89,0.1443143325759214,observed,observed
Maintenance of surroundings,Waste management,POL,EU_E,38329784.0,0.01,4.903550612601521e-07,observed,observed
Somatic maintenance,Physical child care,POL,EU_E,38329784.0,0.34,0.0005920911875337674,observed,observed
Somatic maintenance,Health care,POL,EU_E,38329784.0,0.17,0.0002605775053112262,observed,observed
Somatic maintenance,Hygiene & grooming,POL,EU_E,38329784.0,1.0,0.0018656498206612124,observed,observed
Deliberate neural restructuring,Schooling & research,POL,EU_E,38329784.0,0.89,0.0008932799470344484,observed,observed
Deliberate neural restructuring,Religious practice,POL,EU_E,38329784.0,0.15,0.00014001741700451345,observed,observed
Organization,Human transportation,POL,EU_E,38329784.0,0.83,0.0017273702445243981,observed,observed
Organization,Material transportation,POL,EU_E,38329784.0,0.37,0.0014703152040624217,observed,observed
Organization,Allocation,POL,EU_E,38329784.0,1.14,0.0016238071207953324,observed,observed
Experience oriented,Social,POL,EU_E,38329784.0,0.65,0.002191692372080242,observed,observed
Experience oriented,Active recreation,POL,EU_E,38329784.0,0.62,0.0003283101022353281,observed,observed
Experience oriented,Meals,POL,EU_E,38329784.0,1.71,0.0062880551660687,observed,observed
Experience oriented,Passive,POL,EU_E,38329784.0,3.0,0.009728600151287884,observed,observed
Experience oriented,Interactive,POL,EU_E,38329784.0,0.9,0.0010012535454262202,observed,observed
Food provision,Food preparation,PRI,AM_C,2933404.0,1.15,0.24257054475414816,interpolated,interpolated
Food provision,Food growth & collection,PRI,AM_C,2933404.0,0.56,0.061959676818059535,interpolated,interpolated
Food provision,Food processing,PRI,AM_C,2933404.0,0.1,0.010299365304862498,interpolated,interpolated
Nonfood provision,Materials,PRI,AM_C,2933404.0,0.07,0.0038429623222100777,interpolated,interpolated
Nonfood provision,Energy,PRI,AM_C,2933404.0,0.04,0.004059268407518896,interpolated,interpolated
Technosphere modification,Infrastructure,PRI,AM_C,2933404.0,0.07,0.0006248734138737014,interpolated,interpolated
Technosphere modification,Buildings,PRI,AM_C,2933404.0,0.26,0.015961643351325917,interpolated,interpolated
Technosphere modification,Artifacts,PRI,AM_C,2933404.0,0.43,0.02527779794606056,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,PRI,AM_C,2933404.0,1.29,0.21037709443189712,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,PRI,AM_C,2933404.0,8.21,3.8838580704242074,interpolated,interpolated
Maintenance of surroundings,Waste management,PRI,AM_C,2933404.0,0.01,0.0006833762732610088,interpolated,interpolated
Somatic maintenance,Physical child care,PRI,AM_C,2933404.0,0.7,0.0710683909954883,interpolated,interpolated
Somatic maintenance,Health care,PRI,AM_C,2933404.0,0.48,0.04527143422681473,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,PRI,AM_C,2933404.0,0.94,3.021000989250257,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,PRI,AM_C,2933404.0,1.23,0.3157075595104107,interpolated,interpolated
Deliberate neural restructuring,Religious practice,PRI,AM_C,2933404.0,0.22,0.15336768657900673,interpolated,interpolated
Organization,Human transportation,PRI,AM_C,2933404.0,0.69,0.5993742133842734,interpolated,interpolated
Organization,Material transportation,PRI,AM_C,2933404.0,0.18,0.04155604274710777,interpolated,interpolated
Organization,Allocation,PRI,AM_C,2933404.0,1.29,0.1573074318857059,interpolated,interpolated
Experience oriented,Social,PRI,AM_C,2933404.0,0.98,0.9611642892230392,interpolated,interpolated
Experience oriented,Active recreation,PRI,AM_C,2933404.0,0.45,0.10063755620366506,interpolated,interpolated
Experience oriented,Meals,PRI,AM_C,2933404.0,1.27,3.2601218279034234,interpolated,interpolated
Experience oriented,Passive,PRI,AM_C,2933404.0,2.09,1.1262110567956707,interpolated,interpolated
Experience oriented,Interactive,PRI,AM_C,2933404.0,1.28,0.5716704907884139,interpolated,interpolated
Food provision,Food preparation,PRK,AS_E,25666158.0,0.96,0.042826523190468264,interpolated,interpolated
Food provision,Food growth & collection,PRK,AS_E,25666158.0,1.29,0.3422488549038177,interpolated,interpolated
Food provision,Food processing,PRK,AS_E,25666158.0,0.05,0.0010002115394501393,interpolated,interpolated
Nonfood provision,Materials,PRK,AS_E,25666158.0,0.1,0.0033080548784601956,interpolated,interpolated
Nonfood provision,Energy,PRK,AS_E,25666158.0,0.05,0.0031599770158798894,interpolated,interpolated
Technosphere modification,Infrastructure,PRK,AS_E,25666158.0,0.06,0.0006949387204772676,interpolated,interpolated
Technosphere modification,Buildings,PRK,AS_E,25666158.0,0.17,0.003767042505865933,interpolated,interpolated
Technosphere modification,Artifacts,PRK,AS_E,25666158.0,0.61,0.04730225728748313,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,PRK,AS_E,25666158.0,0.62,0.03022110729059372,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,PRK,AS_E,25666158.0,9.15,0.2899896231495396,interpolated,interpolated
Maintenance of surroundings,Waste management,PRK,AS_E,25666158.0,0.01,8.630895834648499e-05,interpolated,interpolated
Somatic maintenance,Physical child care,PRK,AS_E,25666158.0,0.27,0.0344330449843548,interpolated,interpolated
Somatic maintenance,Health care,PRK,AS_E,25666158.0,0.17,0.023705337813208174,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,PRK,AS_E,25666158.0,0.96,0.04319050376247926,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,PRK,AS_E,25666158.0,0.78,0.09757920323506848,interpolated,interpolated
Deliberate neural restructuring,Religious practice,PRK,AS_E,25666158.0,0.09,0.005531123181646735,interpolated,interpolated
Organization,Human transportation,PRK,AS_E,25666158.0,0.98,0.11303149078273146,interpolated,interpolated
Organization,Material transportation,PRK,AS_E,25666158.0,0.37,0.013543602413798388,interpolated,interpolated
Organization,Allocation,PRK,AS_E,25666158.0,0.99,0.13820028442211574,interpolated,interpolated
Experience oriented,Social,PRK,AS_E,25666158.0,0.6,0.08013567504143579,interpolated,interpolated
Experience oriented,Active recreation,PRK,AS_E,25666158.0,0.55,0.01764622331482869,interpolated,interpolated
Experience oriented,Meals,PRK,AS_E,25666158.0,1.61,0.0376575003314148,interpolated,interpolated
Experience oriented,Passive,PRK,AS_E,25666158.0,2.71,0.4744667253564509,interpolated,interpolated
Experience oriented,Interactive,PRK,AS_E,25666158.0,0.84,0.03511470421235521,interpolated,interpolated
Food provision,Food preparation,PRT,EU_S,10226178.0,1.05,0.009061995019517113,interpolated,observed
Food provision,Food growth & collection,PRT,EU_S,10226178.0,0.15,0.006760458259635596,interpolated,observed
Food provision,Food processing,PRT,EU_S,10226178.0,0.07,0.00013384843859506077,interpolated,observed
Nonfood provision,Materials,PRT,EU_S,10226178.0,0.02,1.5982094386338403e-05,interpolated,observed
Nonfood provision,Energy,PRT,EU_S,10226178.0,0.01,3.34369947103346e-06,interpolated,observed
Technosphere modification,Infrastructure,PRT,EU_S,10226178.0,0.04,0.00012281428761435313,interpolated,observed
Technosphere modification,Buildings,PRT,EU_S,10226178.0,0.17,0.002863371789881314,interpolated,observed
Technosphere modification,Artifacts,PRT,EU_S,10226178.0,0.43,0.00640264575020937,interpolated,observed
Maintenance of surroundings,Inhabited environment,PRT,EU_S,10226178.0,1.15,0.041526429834753825,interpolated,observed
Somatic maintenance,Sleep & bedrest,PRT,EU_S,10226178.0,8.83,0.076894016488721,interpolated,observed
Maintenance of surroundings,Waste management,PRT,EU_S,10226178.0,0.01,3.0008444190385985e-06,interpolated,observed
Somatic maintenance,Physical child care,PRT,EU_S,10226178.0,0.24,0.005632451427243465,interpolated,observed
Somatic maintenance,Health care,PRT,EU_S,10226178.0,0.22,0.0014610193721763462,interpolated,observed
Somatic maintenance,Hygiene & grooming,PRT,EU_S,10226178.0,0.93,0.008449225654140928,interpolated,observed
Deliberate neural restructuring,Schooling & research,PRT,EU_S,10226178.0,0.86,0.012229186490245948,interpolated,observed
Deliberate neural restructuring,Religious practice,PRT,EU_S,10226178.0,0.1,0.00016105844070069176,interpolated,observed
Organization,Human transportation,PRT,EU_S,10226178.0,0.96,0.014745892335477424,interpolated,observed
Organization,Material transportation,PRT,EU_S,10226178.0,0.33,0.006151991004921232,interpolated,observed
Organization,Allocation,PRT,EU_S,10226178.0,1.12,0.03685683127047942,interpolated,observed
Experience oriented,Social,PRT,EU_S,10226178.0,0.75,0.01268608109285272,interpolated,observed
Experience oriented,Active recreation,PRT,EU_S,10226178.0,0.73,0.022069681533456394,interpolated,observed
Experience oriented,Meals,PRT,EU_S,10226178.0,2.02,0.0636774790540271,interpolated,observed
Experience oriented,Passive,PRT,EU_S,10226178.0,3.02,0.05625980098899472,interpolated,observed
Experience oriented,Interactive,PRT,EU_S,10226178.0,0.78,0.032467672906764874,interpolated,observed
Food provision,Food preparation,PRY,AM_S,7044639.0,0.72,0.19443810927379354,interpolated,interpolated
Food provision,Food growth & collection,PRY,AM_S,7044639.0,0.37,0.07424172822978287,interpolated,interpolated
Food provision,Food processing,PRY,AM_S,7044639.0,0.05,0.007929910482878812,interpolated,interpolated
Nonfood provision,Materials,PRY,AM_S,7044639.0,0.06,0.002220241575139966,interpolated,interpolated
Nonfood provision,Energy,PRY,AM_S,7044639.0,0.02,0.0023333584283077146,interpolated,interpolated
Technosphere modification,Infrastructure,PRY,AM_S,7044639.0,0.05,0.00034774897665646717,interpolated,interpolated
Technosphere modification,Buildings,PRY,AM_S,7044639.0,0.28,0.028568095247310007,interpolated,interpolated
Technosphere modification,Artifacts,PRY,AM_S,7044639.0,0.45,0.036603670399488905,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,PRY,AM_S,7044639.0,0.77,0.20542748455402451,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,PRY,AM_S,7044639.0,8.78,1.873210108765885,interpolated,interpolated
Maintenance of surroundings,Waste management,PRY,AM_S,7044639.0,0.01,7.37502437760564e-05,interpolated,interpolated
Somatic maintenance,Physical child care,PRY,AM_S,7044639.0,0.32,0.06750426996327391,interpolated,interpolated
Somatic maintenance,Health care,PRY,AM_S,7044639.0,0.17,0.04825063678289358,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,PRY,AM_S,7044639.0,1.01,0.11862805508144075,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,PRY,AM_S,7044639.0,1.03,0.290312460200636,interpolated,interpolated
Deliberate neural restructuring,Religious practice,PRY,AM_S,7044639.0,0.17,0.1527933639939857,interpolated,interpolated
Organization,Human transportation,PRY,AM_S,7044639.0,1.06,0.14113675740123924,interpolated,interpolated
Organization,Material transportation,PRY,AM_S,7044639.0,0.37,0.04851124731863936,interpolated,interpolated
Organization,Allocation,PRY,AM_S,7044639.0,1.23,0.1359569258183683,interpolated,interpolated
Experience oriented,Social,PRY,AM_S,7044639.0,1.19,0.593135902993144,interpolated,interpolated
Experience oriented,Active recreation,PRY,AM_S,7044639.0,0.57,0.09978011765956046,interpolated,interpolated
Experience oriented,Meals,PRY,AM_S,7044639.0,1.31,0.3603453634284081,interpolated,interpolated
Experience oriented,Passive,PRY,AM_S,7044639.0,2.86,0.955459586145038,interpolated,interpolated
Experience oriented,Interactive,PRY,AM_S,7044639.0,1.15,0.34781235415281514,interpolated,interpolated
Food provision,Food preparation,PSE,AS_W,4981422.0,0.87,0.1891285888055873,interpolated,observed
Food provision,Food growth & collection,PSE,AS_W,4981422.0,0.14,0.02618134748067982,interpolated,observed
Food provision,Food processing,PSE,AS_W,4981422.0,0.07,0.006838430098396498,interpolated,observed
Nonfood provision,Materials,PSE,AS_W,4981422.0,0.02,0.0007186335018676734,interpolated,observed
Nonfood provision,Energy,PSE,AS_W,4981422.0,0.02,0.002207240789816712,interpolated,observed
Technosphere modification,Infrastructure,PSE,AS_W,4981422.0,0.05,0.00044785750554117177,interpolated,observed
Technosphere modification,Buildings,PSE,AS_W,4981422.0,0.35,0.029759497014116558,interpolated,observed
Technosphere modification,Artifacts,PSE,AS_W,4981422.0,0.26,0.02244723942398757,interpolated,observed
Maintenance of surroundings,Inhabited environment,PSE,AS_W,4981422.0,0.82,0.18810293060147754,interpolated,observed
Somatic maintenance,Sleep & bedrest,PSE,AS_W,4981422.0,9.45,1.334729314175462,interpolated,observed
Maintenance of surroundings,Waste management,PSE,AS_W,4981422.0,0.0,3.780081900815393e-05,interpolated,observed
Somatic maintenance,Physical child care,PSE,AS_W,4981422.0,0.25,0.06359979220759389,interpolated,observed
Somatic maintenance,Health care,PSE,AS_W,4981422.0,0.15,0.048357443333901934,interpolated,observed
Somatic maintenance,Hygiene & grooming,PSE,AS_W,4981422.0,0.85,0.10398614430745622,interpolated,observed
Deliberate neural restructuring,Schooling & research,PSE,AS_W,4981422.0,0.97,0.2857687362169204,interpolated,observed
Deliberate neural restructuring,Religious practice,PSE,AS_W,4981422.0,0.47,0.1551775978642047,interpolated,observed
Organization,Human transportation,PSE,AS_W,4981422.0,0.76,0.12214618275123652,interpolated,observed
Organization,Material transportation,PSE,AS_W,4981422.0,0.22,0.038433170839792204,interpolated,observed
Organization,Allocation,PSE,AS_W,4981422.0,0.93,0.1621935575592085,interpolated,observed
Experience oriented,Social,PSE,AS_W,4981422.0,1.09,0.5899736442858918,interpolated,observed
Experience oriented,Active recreation,PSE,AS_W,4981422.0,0.49,0.09973001700648446,interpolated,observed
Experience oriented,Meals,PSE,AS_W,4981422.0,1.79,0.3542060233710226,interpolated,observed
Experience oriented,Passive,PSE,AS_W,4981422.0,3.08,0.9391999814401092,interpolated,observed
Experience oriented,Interactive,PSE,AS_W,4981422.0,0.9,0.3497870958359106,interpolated,observed
Food provision,Food preparation,PYF,AS_SE,279285.0,0.59,0.2763227808988583,interpolated,interpolated
Food provision,Food growth & collection,PYF,AS_SE,279285.0,0.85,0.24471212742422613,interpolated,interpolated
Food provision,Food processing,PYF,AS_SE,279285.0,0.1,0.008122836864887267,interpolated,interpolated
Nonfood provision,Materials,PYF,AS_SE,279285.0,0.07,0.0016409286716981887,interpolated,interpolated
Nonfood provision,Energy,PYF,AS_SE,279285.0,0.02,0.0043969682777667074,interpolated,interpolated
Technosphere modification,Infrastructure,PYF,AS_SE,279285.0,0.03,0.00046879629773432613,interpolated,interpolated
Technosphere modification,Buildings,PYF,AS_SE,279285.0,0.4,0.10083719211889676,interpolated,interpolated
Technosphere modification,Artifacts,PYF,AS_SE,279285.0,0.49,0.07070417002755505,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,PYF,AS_SE,279285.0,0.55,0.2654099617204562,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,PYF,AS_SE,279285.0,8.5,6.99802455882193,interpolated,interpolated
Maintenance of surroundings,Waste management,PYF,AS_SE,279285.0,0.01,9.873410776395735e-05,interpolated,interpolated
Somatic maintenance,Physical child care,PYF,AS_SE,279285.0,0.26,0.06687510512602145,interpolated,interpolated
Somatic maintenance,Health care,PYF,AS_SE,279285.0,0.39,5.06555250138058,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,PYF,AS_SE,279285.0,1.27,5.11927240356728,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,PYF,AS_SE,279285.0,1.02,0.3150072739558116,interpolated,interpolated
Deliberate neural restructuring,Religious practice,PYF,AS_SE,279285.0,0.05,0.15280437271964803,interpolated,interpolated
Organization,Human transportation,PYF,AS_SE,279285.0,1.1,5.395264563294284,interpolated,interpolated
Organization,Material transportation,PYF,AS_SE,279285.0,0.39,0.15723368447477953,interpolated,interpolated
Organization,Allocation,PYF,AS_SE,279285.0,1.08,0.2737633915792533,interpolated,interpolated
Experience oriented,Social,PYF,AS_SE,279285.0,0.68,0.6078147129522378,interpolated,interpolated
Experience oriented,Active recreation,PYF,AS_SE,279285.0,0.26,0.09916244477380655,interpolated,interpolated
Experience oriented,Meals,PYF,AS_SE,279285.0,1.83,5.358899503128789,interpolated,interpolated
Experience oriented,Passive,PYF,AS_SE,279285.0,3.45,6.167919286793667,interpolated,interpolated
Experience oriented,Interactive,PYF,AS_SE,279285.0,0.59,0.3693687131530861,interpolated,interpolated
Food provision,Food preparation,QAT,AS_W,2832071.0,0.87,0.20365767200465476,interpolated,observed
Food provision,Food growth & collection,QAT,AS_W,2832071.0,0.13,0.047795950314243496,interpolated,observed
Food provision,Food processing,QAT,AS_W,2832071.0,0.01,0.0061637192268321,interpolated,observed
Nonfood provision,Materials,QAT,AS_W,2832071.0,0.08,0.02115332852483906,interpolated,observed
Nonfood provision,Energy,QAT,AS_W,2832071.0,0.05,0.008896908236022742,interpolated,observed
Technosphere modification,Infrastructure,QAT,AS_W,2832071.0,0.23,0.252147411706861,interpolated,observed
Technosphere modification,Buildings,QAT,AS_W,2832071.0,0.63,1.090616555004558,interpolated,observed
Technosphere modification,Artifacts,QAT,AS_W,2832071.0,0.22,0.1025886907929586,interpolated,observed
Maintenance of surroundings,Inhabited environment,QAT,AS_W,2832071.0,0.83,0.1956049233754434,interpolated,observed
Somatic maintenance,Sleep & bedrest,QAT,AS_W,2832071.0,9.45,1.334729314175462,interpolated,observed
Maintenance of surroundings,Waste management,QAT,AS_W,2832071.0,0.0,7.795299707253554e-05,interpolated,observed
Somatic maintenance,Physical child care,QAT,AS_W,2832071.0,0.27,0.06549351631106715,interpolated,observed
Somatic maintenance,Health care,QAT,AS_W,2832071.0,0.11,0.04945920690090022,interpolated,observed
Somatic maintenance,Hygiene & grooming,QAT,AS_W,2832071.0,0.84,0.10395342446471131,interpolated,observed
Deliberate neural restructuring,Schooling & research,QAT,AS_W,2832071.0,0.89,0.2909437158701759,interpolated,observed
Deliberate neural restructuring,Religious practice,QAT,AS_W,2832071.0,0.47,0.15518673764184307,interpolated,observed
Organization,Human transportation,QAT,AS_W,2832071.0,0.77,0.12562989245577075,interpolated,observed
Organization,Material transportation,QAT,AS_W,2832071.0,0.17,0.04393175415483847,interpolated,observed
Organization,Allocation,QAT,AS_W,2832071.0,0.63,0.5498132866424332,interpolated,observed
Experience oriented,Social,QAT,AS_W,2832071.0,1.09,0.5901184809718042,interpolated,observed
Experience oriented,Active recreation,QAT,AS_W,2832071.0,0.49,0.09972962738642878,interpolated,observed
Experience oriented,Meals,QAT,AS_W,2832071.0,1.79,0.3542060233710226,interpolated,observed
Experience oriented,Passive,QAT,AS_W,2832071.0,3.09,0.9393945674500879,interpolated,observed
Experience oriented,Interactive,QAT,AS_W,2832071.0,0.89,0.3498005340557054,interpolated,observed
Food provision,Food preparation,REU,AF_E,888932.0,0.76,0.22974201284171644,interpolated,interpolated
Food provision,Food growth & collection,REU,AF_E,888932.0,1.19,0.28011515479066257,interpolated,interpolated
Food provision,Food processing,REU,AF_E,888932.0,0.13,0.009720881837917958,interpolated,interpolated
Nonfood provision,Materials,REU,AF_E,888932.0,0.09,0.002028542322160076,interpolated,interpolated
Nonfood provision,Energy,REU,AF_E,888932.0,0.01,0.00219903912867708,interpolated,interpolated
Technosphere modification,Infrastructure,REU,AF_E,888932.0,0.02,0.0003124497202680379,interpolated,interpolated
Technosphere modification,Buildings,REU,AF_E,888932.0,0.16,0.015500072399946377,interpolated,interpolated
Technosphere modification,Artifacts,REU,AF_E,888932.0,0.19,0.0200998848083156,interpolated,interpolated
